agent_id,origin_node_id,destination_node_id,customized_cost_link_type,customized_cost_link_value,agent_type,set_of_allowed_links
72,1001,4073,1,88,1,1;2;3
73,1001,4074,1,41,1,1;2;3
74,1001,4075,1,59,1,1;2;3
75,1001,4076,1,87,1,1;2;3
76,1001,4077,1,85,1,1;2;3
77,1001,4078,1,58,1,1;2;3
78,1001,4079,1,39,1,1;2;3
79,1001,4080,1,48,1,1;2;3
80,1001,4081,1,40,1,1;2;3
81,1001,4082,1,34,1,1;2;3
82,1001,4083,1,54,1,1;2;3
83,1001,4084,1,62,1,1;2;3
84,1001,4085,1,89,1,1;2;3
85,1001,4086,1,93,1,1;2;3
86,1001,4087,1,11,1,1;2;3
87,1001,4088,1,19,1,1;2;3
88,1001,4089,1,85,1,1;2;3
89,1001,4090,1,26,1,1;2;3
90,1001,4091,1,0,1,1;2;3
91,1001,4092,1,18,1,1;2;3
92,1001,4093,1,60,1,1;2;3
93,1001,4094,1,86,1,1;2;3
94,1001,4095,1,39,1,1;2;3
95,1001,4096,1,90,1,1;2;3
96,1001,4097,1,28,1,1;2;3
97,1001,4098,1,50,1,1;2;3
98,1001,4099,1,53,1,1;2;3
99,1001,4100,1,43,1,1;2;3
100,1002,4001,1,74,1,1;2;3
101,1002,4003,1,7,1,1;2;3
102,1002,4004,1,74,1,1;2;3
103,1002,4005,1,86,1,1;2;3
104,1002,4006,1,79,1,1;2;3
105,1002,4007,1,24,1,1;2;3
106,1002,4008,1,79,1,1;2;3
107,1002,4009,1,62,1,1;2;3
108,1002,4010,1,79,1,1;2;3
109,1002,4011,1,91,1,1;2;3
110,1002,4012,1,98,1,1;2;3
111,1002,4013,1,30,1,1;2;3
112,1002,4014,1,39,1,1;2;3
113,1002,4015,1,93,1,1;2;3
114,1002,4016,1,3,1,1;2;3
115,1002,4017,1,21,1,1;2;3
116,1002,4018,1,11,1,1;2;3
117,1002,4019,1,89,1,1;2;3
118,1002,4020,1,8,1,1;2;3
119,1002,4021,1,82,1,1;2;3
120,1002,4022,1,28,1,1;2;3
121,1002,4023,1,31,1,1;2;3
122,1002,4024,1,1,1,1;2;3
123,1002,4025,1,0,1,1;2;3
124,1002,4026,1,13,1,1;2;3
125,1002,4027,1,55,1,1;2;3
126,1002,4028,1,46,1,1;2;3
127,1002,4029,1,31,1,1;2;3
128,1002,4030,1,25,1,1;2;3
129,1002,4031,1,59,1,1;2;3
130,1002,4032,1,79,1,1;2;3
131,1002,4033,1,44,1,1;2;3
132,1002,4034,1,0,1,1;2;3
133,1002,4035,1,11,1,1;2;3
134,1002,4036,1,75,1,1;2;3
135,1002,4037,1,78,1,1;2;3
136,1002,4038,1,98,1,1;2;3
137,1002,4039,1,42,1,1;2;3
138,1002,4040,1,53,1,1;2;3
139,1002,4041,1,66,1,1;2;3
140,1002,4042,1,23,1,1;2;3
141,1002,4043,1,35,1,1;2;3
142,1002,4044,1,7,1,1;2;3
143,1002,4045,1,50,1,1;2;3
144,1002,4046,1,86,1,1;2;3
145,1002,4047,1,92,1,1;2;3
146,1002,4048,1,99,1,1;2;3
147,1002,4049,1,7,1,1;2;3
148,1002,4050,1,56,1,1;2;3
149,1002,4051,1,97,1,1;2;3
150,1002,4052,1,28,1,1;2;3
151,1002,4053,1,93,1,1;2;3
152,1002,4054,1,5,1,1;2;3
153,1002,4055,1,7,1,1;2;3
154,1002,4056,1,86,1,1;2;3
155,1002,4057,1,79,1,1;2;3
156,1002,4058,1,62,1,1;2;3
157,1002,4059,1,80,1,1;2;3
158,1002,4060,1,27,1,1;2;3
159,1002,4061,1,94,1,1;2;3
160,1002,4062,1,4,1,1;2;3
161,1002,4063,1,63,1,1;2;3
162,1002,4064,1,25,1,1;2;3
163,1002,4065,1,41,1,1;2;3
164,1002,4066,1,28,1,1;2;3
165,1002,4067,1,83,1,1;2;3
166,1002,4068,1,40,1,1;2;3
167,1002,4069,1,44,1,1;2;3
168,1002,4070,1,18,1,1;2;3
169,1002,4071,1,0,1,1;2;3
170,1002,4072,1,2,1,1;2;3
171,1002,4073,1,24,1,1;2;3
172,1002,4074,1,49,1,1;2;3
173,1002,4075,1,0,1,1;2;3
174,1002,4076,1,25,1,1;2;3
175,1002,4077,1,14,1,1;2;3
176,1002,4078,1,85,1,1;2;3
177,1002,4079,1,46,1,1;2;3
178,1002,4080,1,15,1,1;2;3
179,1002,4081,1,23,1,1;2;3
180,1002,4082,1,98,1,1;2;3
181,1002,4083,1,22,1,1;2;3
182,1002,4084,1,32,1,1;2;3
183,1002,4085,1,94,1,1;2;3
184,1002,4086,1,28,1,1;2;3
185,1002,4087,1,79,1,1;2;3
186,1002,4088,1,70,1,1;2;3
187,1002,4089,1,19,1,1;2;3
188,1002,4090,1,54,1,1;2;3
189,1002,4091,1,96,1,1;2;3
190,1002,4092,1,79,1,1;2;3
191,1002,4093,1,67,1,1;2;3
192,1002,4094,1,92,1,1;2;3
193,1002,4095,1,19,1,1;2;3
194,1002,4096,1,40,1,1;2;3
195,1002,4097,1,27,1,1;2;3
196,1002,4098,1,3,1,1;2;3
197,1002,4099,1,42,1,1;2;3
198,1002,4100,1,4,1,1;2;3
199,1003,4001,1,37,1,1;2;3
200,1003,4002,1,7,1,1;2;3
201,1003,4004,1,61,1,1;2;3
202,1003,4005,1,27,1,1;2;3
203,1003,4006,1,7,1,1;2;3
204,1003,4007,1,27,1,1;2;3
205,1003,4008,1,37,1,1;2;3
206,1003,4009,1,46,1,1;2;3
207,1003,4010,1,85,1,1;2;3
208,1003,4011,1,22,1,1;2;3
209,1003,4012,1,19,1,1;2;3
210,1003,4013,1,56,1,1;2;3
211,1003,4014,1,40,1,1;2;3
212,1003,4015,1,1,1,1;2;3
213,1003,4016,1,13,1,1;2;3
214,1003,4017,1,97,1,1;2;3
215,1003,4018,1,37,1,1;2;3
216,1003,4019,1,57,1,1;2;3
217,1003,4020,1,23,1,1;2;3
218,1003,4021,1,39,1,1;2;3
219,1003,4022,1,62,1,1;2;3
220,1003,4023,1,0,1,1;2;3
221,1003,4024,1,27,1,1;2;3
222,1003,4025,1,17,1,1;2;3
223,1003,4026,1,94,1,1;2;3
224,1003,4027,1,66,1,1;2;3
225,1003,4028,1,86,1,1;2;3
226,1003,4029,1,23,1,1;2;3
227,1003,4030,1,58,1,1;2;3
228,1003,4031,1,13,1,1;2;3
229,1003,4032,1,64,1,1;2;3
230,1003,4033,1,66,1,1;2;3
231,1003,4034,1,8,1,1;2;3
232,1003,4035,1,75,1,1;2;3
233,1003,4036,1,28,1,1;2;3
234,1003,4037,1,61,1,1;2;3
235,1003,4038,1,59,1,1;2;3
236,1003,4039,1,91,1,1;2;3
237,1003,4040,1,85,1,1;2;3
238,1003,4041,1,33,1,1;2;3
239,1003,4042,1,86,1,1;2;3
240,1003,4043,1,13,1,1;2;3
241,1003,4044,1,73,1,1;2;3
242,1003,4045,1,42,1,1;2;3
243,1003,4046,1,0,1,1;2;3
244,1003,4047,1,6,1,1;2;3
245,1003,4048,1,12,1,1;2;3
246,1003,4049,1,94,1,1;2;3
247,1003,4050,1,80,1,1;2;3
248,1003,4051,1,52,1,1;2;3
249,1003,4052,1,20,1,1;2;3
250,1003,4053,1,22,1,1;2;3
251,1003,4054,1,55,1,1;2;3
252,1003,4055,1,68,1,1;2;3
253,1003,4056,1,22,1,1;2;3
254,1003,4057,1,49,1,1;2;3
255,1003,4058,1,90,1,1;2;3
256,1003,4059,1,38,1,1;2;3
257,1003,4060,1,33,1,1;2;3
258,1003,4061,1,66,1,1;2;3
259,1003,4062,1,81,1,1;2;3
260,1003,4063,1,27,1,1;2;3
261,1003,4064,1,47,1,1;2;3
262,1003,4065,1,46,1,1;2;3
263,1003,4066,1,67,1,1;2;3
264,1003,4067,1,48,1,1;2;3
265,1003,4068,1,92,1,1;2;3
266,1003,4069,1,78,1,1;2;3
267,1003,4070,1,84,1,1;2;3
268,1003,4071,1,93,1,1;2;3
269,1003,4072,1,38,1,1;2;3
270,1003,4073,1,42,1,1;2;3
271,1003,4074,1,0,1,1;2;3
272,1003,4075,1,65,1,1;2;3
273,1003,4076,1,87,1,1;2;3
274,1003,4077,1,77,1,1;2;3
275,1003,4078,1,55,1,1;2;3
276,1003,4079,1,8,1,1;2;3
277,1003,4080,1,42,1,1;2;3
278,1003,4081,1,84,1,1;2;3
279,1003,4082,1,73,1,1;2;3
280,1003,4083,1,66,1,1;2;3
281,1003,4084,1,38,1,1;2;3
282,1003,4085,1,83,1,1;2;3
283,1003,4086,1,57,1,1;2;3
284,1003,4087,1,97,1,1;2;3
285,1003,4088,1,52,1,1;2;3
286,1003,4089,1,77,1,1;2;3
287,1003,4090,1,12,1,1;2;3
288,1003,4091,1,11,1,1;2;3
289,1003,4092,1,1,1,1;2;3
290,1003,4093,1,65,1,1;2;3
291,1003,4094,1,93,1,1;2;3
292,1003,4095,1,39,1,1;2;3
293,1003,4096,1,0,1,1;2;3
294,1003,4097,1,35,1,1;2;3
295,1003,4098,1,42,1,1;2;3
296,1003,4099,1,9,1,1;2;3
297,1003,4100,1,18,1,1;2;3
298,1004,4001,1,4,1,1;2;3
299,1004,4002,1,74,1,1;2;3
300,1004,4003,1,61,1,1;2;3
301,1004,4005,1,54,1,1;2;3
302,1004,4006,1,47,1,1;2;3
303,1004,4007,1,85,1,1;2;3
304,1004,4008,1,70,1,1;2;3
305,1004,4009,1,82,1,1;2;3
306,1004,4010,1,38,1,1;2;3
307,1004,4011,1,91,1,1;2;3
308,1004,4012,1,82,1,1;2;3
309,1004,4013,1,84,1,1;2;3
310,1004,4014,1,16,1,1;2;3
311,1004,4015,1,5,1,1;2;3
312,1004,4016,1,54,1,1;2;3
313,1004,4017,1,87,1,1;2;3
314,1004,4018,1,85,1,1;2;3
315,1004,4019,1,3,1,1;2;3
316,1004,4020,1,71,1,1;2;3
317,1004,4021,1,85,1,1;2;3
318,1004,4022,1,87,1,1;2;3
319,1004,4023,1,60,1,1;2;3
320,1004,4024,1,98,1,1;2;3
321,1004,4025,1,3,1,1;2;3
322,1004,4026,1,99,1,1;2;3
323,1004,4027,1,52,1,1;2;3
324,1004,4028,1,20,1,1;2;3
325,1004,4029,1,33,1,1;2;3
326,1004,4030,1,53,1,1;2;3
327,1004,4031,1,63,1,1;2;3
328,1004,4032,1,17,1,1;2;3
329,1004,4033,1,45,1,1;2;3
330,1004,4034,1,28,1,1;2;3
331,1004,4035,1,43,1,1;2;3
332,1004,4036,1,41,1,1;2;3
333,1004,4037,1,80,1,1;2;3
334,1004,4038,1,4,1,1;2;3
335,1004,4039,1,30,1,1;2;3
336,1004,4040,1,18,1,1;2;3
337,1004,4041,1,8,1,1;2;3
338,1004,4042,1,92,1,1;2;3
339,1004,4043,1,98,1,1;2;3
340,1004,4044,1,43,1,1;2;3
341,1004,4045,1,50,1,1;2;3
342,1004,4046,1,7,1,1;2;3
343,1004,4047,1,30,1,1;2;3
344,1004,4048,1,14,1,1;2;3
345,1004,4049,1,47,1,1;2;3
346,1004,4050,1,30,1,1;2;3
347,1004,4051,1,80,1,1;2;3
348,1004,4052,1,83,1,1;2;3
349,1004,4053,1,19,1,1;2;3
350,1004,4054,1,83,1,1;2;3
351,1004,4055,1,69,1,1;2;3
352,1004,4056,1,48,1,1;2;3
353,1004,4057,1,93,1,1;2;3
354,1004,4058,1,38,1,1;2;3
355,1004,4059,1,12,1,1;2;3
356,1004,4060,1,88,1,1;2;3
357,1004,4061,1,74,1,1;2;3
358,1004,4062,1,63,1,1;2;3
359,1004,4063,1,96,1,1;2;3
360,1004,4064,1,95,1,1;2;3
361,1004,4065,1,21,1,1;2;3
362,1004,4066,1,41,1,1;2;3
363,1004,4067,1,25,1,1;2;3
364,1004,4068,1,33,1,1;2;3
365,1004,4069,1,68,1,1;2;3
366,1004,4070,1,8,1,1;2;3
367,1004,4071,1,81,1,1;2;3
368,1004,4072,1,27,1,1;2;3
369,1004,4073,1,60,1,1;2;3
370,1004,4074,1,69,1,1;2;3
371,1004,4075,1,37,1,1;2;3
372,1004,4076,1,57,1,1;2;3
373,1004,4077,1,35,1,1;2;3
374,1004,4078,1,79,1,1;2;3
375,1004,4079,1,96,1,1;2;3
376,1004,4080,1,74,1,1;2;3
377,1004,4081,1,46,1,1;2;3
378,1004,4082,1,94,1,1;2;3
379,1004,4083,1,5,1,1;2;3
380,1004,4084,1,19,1,1;2;3
381,1004,4085,1,19,1,1;2;3
382,1004,4086,1,51,1,1;2;3
383,1004,4087,1,85,1,1;2;3
384,1004,4088,1,92,1,1;2;3
385,1004,4089,1,43,1,1;2;3
386,1004,4090,1,75,1,1;2;3
387,1004,4091,1,70,1,1;2;3
388,1004,4092,1,69,1,1;2;3
389,1004,4093,1,35,1,1;2;3
390,1004,4094,1,30,1,1;2;3
391,1004,4095,1,76,1,1;2;3
392,1004,4096,1,63,1,1;2;3
393,1004,4097,1,89,1,1;2;3
394,1004,4098,1,45,1,1;2;3
395,1004,4099,1,24,1,1;2;3
396,1004,4100,1,88,1,1;2;3
397,1005,4001,1,31,1,1;2;3
398,1005,4002,1,86,1,1;2;3
399,1005,4003,1,27,1,1;2;3
400,1005,4004,1,54,1,1;2;3
401,1005,4006,1,73,1,1;2;3
402,1005,4007,1,2,1,1;2;3
403,1005,4008,1,56,1,1;2;3
404,1005,4009,1,72,1,1;2;3
405,1005,4010,1,80,1,1;2;3
406,1005,4011,1,82,1,1;2;3
407,1005,4012,1,35,1,1;2;3
408,1005,4013,1,98,1,1;2;3
409,1005,4014,1,90,1,1;2;3
410,1005,4015,1,46,1,1;2;3
411,1005,4016,1,10,1,1;2;3
412,1005,4017,1,46,1,1;2;3
413,1005,4018,1,65,1,1;2;3
414,1005,4019,1,83,1,1;2;3
415,1005,4020,1,75,1,1;2;3
416,1005,4021,1,46,1,1;2;3
417,1005,4022,1,60,1,1;2;3
418,1005,4023,1,27,1,1;2;3
419,1005,4024,1,59,1,1;2;3
420,1005,4025,1,21,1,1;2;3
421,1005,4026,1,71,1,1;2;3
422,1005,4027,1,49,1,1;2;3
423,1005,4028,1,35,1,1;2;3
424,1005,4029,1,87,1,1;2;3
425,1005,4030,1,7,1,1;2;3
426,1005,4031,1,24,1,1;2;3
427,1005,4032,1,75,1,1;2;3
428,1005,4033,1,73,1,1;2;3
429,1005,4034,1,80,1,1;2;3
430,1005,4035,1,5,1,1;2;3
431,1005,4036,1,5,1,1;2;3
432,1005,4037,1,33,1,1;2;3
433,1005,4038,1,79,1,1;2;3
434,1005,4039,1,9,1,1;2;3
435,1005,4040,1,92,1,1;2;3
436,1005,4041,1,65,1,1;2;3
437,1005,4042,1,25,1,1;2;3
438,1005,4043,1,72,1,1;2;3
439,1005,4044,1,41,1,1;2;3
440,1005,4045,1,18,1,1;2;3
441,1005,4046,1,6,1,1;2;3
442,1005,4047,1,40,1,1;2;3
443,1005,4048,1,33,1,1;2;3
444,1005,4049,1,64,1,1;2;3
445,1005,4050,1,4,1,1;2;3
446,1005,4051,1,24,1,1;2;3
447,1005,4052,1,89,1,1;2;3
448,1005,4053,1,95,1,1;2;3
449,1005,4054,1,57,1,1;2;3
450,1005,4055,1,83,1,1;2;3
451,1005,4056,1,27,1,1;2;3
452,1005,4057,1,34,1,1;2;3
453,1005,4058,1,74,1,1;2;3
454,1005,4059,1,4,1,1;2;3
455,1005,4060,1,5,1,1;2;3
456,1005,4061,1,8,1,1;2;3
457,1005,4062,1,2,1,1;2;3
458,1005,4063,1,1,1,1;2;3
459,1005,4064,1,35,1,1;2;3
460,1005,4065,1,40,1,1;2;3
461,1005,4066,1,48,1,1;2;3
462,1005,4067,1,49,1,1;2;3
463,1005,4068,1,14,1,1;2;3
464,1005,4069,1,17,1,1;2;3
465,1005,4070,1,64,1,1;2;3
466,1005,4071,1,54,1,1;2;3
467,1005,4072,1,0,1,1;2;3
468,1005,4073,1,79,1,1;2;3
469,1005,4074,1,9,1,1;2;3
470,1005,4075,1,36,1,1;2;3
471,1005,4076,1,77,1,1;2;3
472,1005,4077,1,80,1,1;2;3
473,1005,4078,1,78,1,1;2;3
474,1005,4079,1,83,1,1;2;3
475,1005,4080,1,93,1,1;2;3
476,1005,4081,1,20,1,1;2;3
477,1005,4082,1,85,1,1;2;3
478,1005,4083,1,64,1,1;2;3
479,1005,4084,1,46,1,1;2;3
480,1005,4085,1,34,1,1;2;3
481,1005,4086,1,2,1,1;2;3
482,1005,4087,1,52,1,1;2;3
483,1005,4088,1,59,1,1;2;3
484,1005,4089,1,6,1,1;2;3
485,1005,4090,1,65,1,1;2;3
486,1005,4091,1,57,1,1;2;3
487,1005,4092,1,23,1,1;2;3
488,1005,4093,1,54,1,1;2;3
489,1005,4094,1,25,1,1;2;3
490,1005,4095,1,39,1,1;2;3
491,1005,4096,1,89,1,1;2;3
492,1005,4097,1,94,1,1;2;3
493,1005,4098,1,51,1,1;2;3
494,1005,4099,1,74,1,1;2;3
495,1005,4100,1,53,1,1;2;3
496,1006,4001,1,61,1,1;2;3
497,1006,4002,1,79,1,1;2;3
498,1006,4003,1,7,1,1;2;3
499,1006,4004,1,47,1,1;2;3
500,1006,4005,1,73,1,1;2;3
501,1006,4007,1,85,1,1;2;3
502,1006,4008,1,21,1,1;2;3
503,1006,4009,1,83,1,1;2;3
504,1006,4010,1,18,1,1;2;3
505,1006,4011,1,43,1,1;2;3
506,1006,4012,1,60,1,1;2;3
507,1006,4013,1,88,1,1;2;3
508,1006,4014,1,14,1,1;2;3
509,1006,4015,1,26,1,1;2;3
510,1006,4016,1,10,1,1;2;3
511,1006,4017,1,15,1,1;2;3
512,1006,4018,1,55,1,1;2;3
513,1006,4019,1,59,1,1;2;3
514,1006,4020,1,80,1,1;2;3
515,1006,4021,1,53,1,1;2;3
516,1006,4022,1,92,1,1;2;3
517,1006,4023,1,22,1,1;2;3
518,1006,4024,1,55,1,1;2;3
519,1006,4025,1,78,1,1;2;3
520,1006,4026,1,12,1,1;2;3
521,1006,4027,1,89,1,1;2;3
522,1006,4028,1,1,1,1;2;3
523,1006,4029,1,16,1,1;2;3
524,1006,4030,1,97,1,1;2;3
525,1006,4031,1,41,1,1;2;3
526,1006,4032,1,11,1,1;2;3
527,1006,4033,1,47,1,1;2;3
528,1006,4034,1,46,1,1;2;3
529,1006,4035,1,16,1,1;2;3
530,1006,4036,1,43,1,1;2;3
531,1006,4037,1,15,1,1;2;3
532,1006,4038,1,91,1,1;2;3
533,1006,4039,1,94,1,1;2;3
534,1006,4040,1,73,1,1;2;3
535,1006,4041,1,88,1,1;2;3
536,1006,4042,1,11,1,1;2;3
537,1006,4043,1,57,1,1;2;3
538,1006,4044,1,25,1,1;2;3
539,1006,4045,1,23,1,1;2;3
540,1006,4046,1,55,1,1;2;3
541,1006,4047,1,0,1,1;2;3
542,1006,4048,1,67,1,1;2;3
543,1006,4049,1,2,1,1;2;3
544,1006,4050,1,0,1,1;2;3
545,1006,4051,1,71,1,1;2;3
546,1006,4052,1,75,1,1;2;3
547,1006,4053,1,19,1,1;2;3
548,1006,4054,1,59,1,1;2;3
549,1006,4055,1,87,1,1;2;3
550,1006,4056,1,26,1,1;2;3
551,1006,4057,1,47,1,1;2;3
552,1006,4058,1,72,1,1;2;3
553,1006,4059,1,88,1,1;2;3
554,1006,4060,1,48,1,1;2;3
555,1006,4061,1,58,1,1;2;3
556,1006,4062,1,73,1,1;2;3
557,1006,4063,1,86,1,1;2;3
558,1006,4064,1,48,1,1;2;3
559,1006,4065,1,94,1,1;2;3
560,1006,4066,1,14,1,1;2;3
561,1006,4067,1,95,1,1;2;3
562,1006,4068,1,40,1,1;2;3
563,1006,4069,1,94,1,1;2;3
564,1006,4070,1,15,1,1;2;3
565,1006,4071,1,71,1,1;2;3
566,1006,4072,1,30,1,1;2;3
567,1006,4073,1,60,1,1;2;3
568,1006,4074,1,46,1,1;2;3
569,1006,4075,1,31,1,1;2;3
570,1006,4076,1,33,1,1;2;3
571,1006,4077,1,69,1,1;2;3
572,1006,4078,1,31,1,1;2;3
573,1006,4079,1,0,1,1;2;3
574,1006,4080,1,0,1,1;2;3
575,1006,4081,1,80,1,1;2;3
576,1006,4082,1,18,1,1;2;3
577,1006,4083,1,57,1,1;2;3
578,1006,4084,1,98,1,1;2;3
579,1006,4085,1,37,1,1;2;3
580,1006,4086,1,30,1,1;2;3
581,1006,4087,1,51,1,1;2;3
582,1006,4088,1,66,1,1;2;3
583,1006,4089,1,38,1,1;2;3
584,1006,4090,1,62,1,1;2;3
585,1006,4091,1,72,1,1;2;3
586,1006,4092,1,69,1,1;2;3
587,1006,4093,1,77,1,1;2;3
588,1006,4094,1,40,1,1;2;3
589,1006,4095,1,9,1,1;2;3
590,1006,4096,1,46,1,1;2;3
591,1006,4097,1,94,1,1;2;3
592,1006,4098,1,25,1,1;2;3
593,1006,4099,1,65,1,1;2;3
594,1006,4100,1,17,1,1;2;3
595,1007,4001,1,38,1,1;2;3
596,1007,4002,1,24,1,1;2;3
597,1007,4003,1,27,1,1;2;3
598,1007,4004,1,85,1,1;2;3
599,1007,4005,1,2,1,1;2;3
600,1007,4006,1,85,1,1;2;3
601,1007,4008,1,41,1,1;2;3
602,1007,4009,1,59,1,1;2;3
603,1007,4010,1,79,1,1;2;3
604,1007,4011,1,6,1,1;2;3
605,1007,4012,1,75,1,1;2;3
606,1007,4013,1,62,1,1;2;3
607,1007,4014,1,96,1,1;2;3
608,1007,4015,1,6,1,1;2;3
609,1007,4016,1,9,1,1;2;3
610,1007,4017,1,47,1,1;2;3
611,1007,4018,1,38,1,1;2;3
612,1007,4019,1,19,1,1;2;3
613,1007,4020,1,78,1,1;2;3
614,1007,4021,1,37,1,1;2;3
615,1007,4022,1,26,1,1;2;3
616,1007,4023,1,63,1,1;2;3
617,1007,4024,1,62,1,1;2;3
618,1007,4025,1,10,1,1;2;3
619,1007,4026,1,37,1,1;2;3
620,1007,4027,1,67,1,1;2;3
621,1007,4028,1,37,1,1;2;3
622,1007,4029,1,74,1,1;2;3
623,1007,4030,1,8,1,1;2;3
624,1007,4031,1,65,1,1;2;3
625,1007,4032,1,15,1,1;2;3
626,1007,4033,1,37,1,1;2;3
627,1007,4034,1,84,1,1;2;3
628,1007,4035,1,49,1,1;2;3
629,1007,4036,1,61,1,1;2;3
630,1007,4037,1,39,1,1;2;3
631,1007,4038,1,97,1,1;2;3
632,1007,4039,1,88,1,1;2;3
633,1007,4040,1,29,1,1;2;3
634,1007,4041,1,33,1,1;2;3
635,1007,4042,1,32,1,1;2;3
636,1007,4043,1,20,1,1;2;3
637,1007,4044,1,7,1,1;2;3
638,1007,4045,1,94,1,1;2;3
639,1007,4046,1,9,1,1;2;3
640,1007,4047,1,73,1,1;2;3
641,1007,4048,1,85,1,1;2;3
642,1007,4049,1,81,1,1;2;3
643,1007,4050,1,61,1,1;2;3
644,1007,4051,1,99,1,1;2;3
645,1007,4052,1,67,1,1;2;3
646,1007,4053,1,61,1,1;2;3
647,1007,4054,1,10,1,1;2;3
648,1007,4055,1,3,1,1;2;3
649,1007,4056,1,69,1,1;2;3
650,1007,4057,1,30,1,1;2;3
651,1007,4058,1,48,1,1;2;3
652,1007,4059,1,8,1,1;2;3
653,1007,4060,1,41,1,1;2;3
654,1007,4061,1,21,1,1;2;3
655,1007,4062,1,33,1,1;2;3
656,1007,4063,1,83,1,1;2;3
657,1007,4064,1,54,1,1;2;3
658,1007,4065,1,2,1,1;2;3
659,1007,4066,1,7,1,1;2;3
660,1007,4067,1,75,1,1;2;3
661,1007,4068,1,29,1,1;2;3
662,1007,4069,1,56,1,1;2;3
663,1007,4070,1,65,1,1;2;3
664,1007,4071,1,89,1,1;2;3
665,1007,4072,1,60,1,1;2;3
666,1007,4073,1,90,1,1;2;3
667,1007,4074,1,84,1,1;2;3
668,1007,4075,1,74,1,1;2;3
669,1007,4076,1,16,1,1;2;3
670,1007,4077,1,1,1,1;2;3
671,1007,4078,1,18,1,1;2;3
672,1007,4079,1,70,1,1;2;3
673,1007,4080,1,26,1,1;2;3
674,1007,4081,1,55,1,1;2;3
675,1007,4082,1,90,1,1;2;3
676,1007,4083,1,10,1,1;2;3
677,1007,4084,1,17,1,1;2;3
678,1007,4085,1,41,1,1;2;3
679,1007,4086,1,64,1,1;2;3
680,1007,4087,1,73,1,1;2;3
681,1007,4088,1,95,1,1;2;3
682,1007,4089,1,21,1,1;2;3
683,1007,4090,1,52,1,1;2;3
684,1007,4091,1,32,1,1;2;3
685,1007,4092,1,4,1,1;2;3
686,1007,4093,1,94,1,1;2;3
687,1007,4094,1,12,1,1;2;3
688,1007,4095,1,41,1,1;2;3
689,1007,4096,1,85,1,1;2;3
690,1007,4097,1,75,1,1;2;3
691,1007,4098,1,37,1,1;2;3
692,1007,4099,1,12,1,1;2;3
693,1007,4100,1,10,1,1;2;3
694,1008,4001,1,97,1,1;2;3
