agent_id,origin_node_id,destination_node_id,customized_cost_link_type,customized_cost_link_value,agent_type,set_of_allowed_links
152,1001,4153,1,885,1,1;2;3
153,1001,4154,1,1020,1,1;2;3
154,1001,4155,1,1176,1,1;2;3
155,1001,4156,1,1351,1,1;2;3
156,1001,4157,1,1538,1,1;2;3
157,1001,4158,1,1724,1,1;2;3
158,1001,4159,1,1887,1,1;2;3
159,1001,4160,1,2000,1,1;2;3
160,1001,4161,1,2778,1,1;2;3
161,1001,4162,1,2703,1,1;2;3
162,1001,4163,1,2500,1,1;2;3
163,1001,4164,1,2222,1,1;2;3
164,1001,4165,1,1923,1,1;2;3
165,1001,4166,1,1639,1,1;2;3
166,1001,4167,1,1389,1,1;2;3
167,1001,4168,1,1176,1,1;2;3
168,1001,4169,1,1000,1,1;2;3
169,1001,4170,1,1176,1,1;2;3
170,1001,4171,1,1389,1,1;2;3
171,1001,4172,1,1639,1,1;2;3
172,1001,4173,1,1923,1,1;2;3
173,1001,4174,1,2222,1,1;2;3
174,1001,4175,1,2500,1,1;2;3
175,1001,4176,1,2703,1,1;2;3
176,1001,4177,1,4000,1,1;2;3
177,1001,4178,1,3846,1,1;2;3
178,1001,4179,1,3448,1,1;2;3
179,1001,4180,1,2941,1,1;2;3
180,1001,4181,1,2439,1,1;2;3
181,1001,4182,1,2000,1,1;2;3
182,1001,4183,1,1639,1,1;2;3
183,1001,4184,1,1351,1,1;2;3
184,1001,4185,1,1124,1,1;2;3
185,1001,4186,1,1351,1,1;2;3
186,1001,4187,1,1639,1,1;2;3
187,1001,4188,1,2000,1,1;2;3
188,1001,4189,1,2439,1,1;2;3
189,1001,4190,1,2941,1,1;2;3
190,1001,4191,1,3448,1,1;2;3
191,1001,4192,1,3846,1,1;2;3
192,1001,4193,1,6250,1,1;2;3
193,1001,4194,1,5882,1,1;2;3
194,1001,4195,1,5000,1,1;2;3
195,1001,4196,1,4000,1,1;2;3
196,1001,4197,1,3125,1,1;2;3
197,1001,4198,1,2439,1,1;2;3
198,1001,4199,1,1923,1,1;2;3
199,1001,4200,1,1538,1,1;2;3
200,1001,4201,1,1250,1,1;2;3
201,1001,4202,1,1538,1,1;2;3
202,1001,4203,1,1923,1,1;2;3
203,1001,4204,1,2439,1,1;2;3
204,1001,4205,1,3125,1,1;2;3
205,1001,4206,1,4000,1,1;2;3
206,1001,4207,1,5000,1,1;2;3
207,1001,4208,1,5882,1,1;2;3
208,1001,4209,1,11111,1,1;2;3
209,1001,4210,1,10000,1,1;2;3
210,1001,4211,1,7692,1,1;2;3
211,1001,4212,1,5556,1,1;2;3
212,1001,4213,1,4000,1,1;2;3
213,1001,4214,1,2941,1,1;2;3
214,1001,4215,1,2222,1,1;2;3
215,1001,4216,1,1724,1,1;2;3
216,1001,4217,1,1370,1,1;2;3
217,1001,4218,1,1724,1,1;2;3
218,1001,4219,1,2222,1,1;2;3
219,1001,4220,1,2941,1,1;2;3
220,1001,4221,1,4000,1,1;2;3
221,1001,4222,1,5556,1,1;2;3
222,1001,4223,1,7692,1,1;2;3
223,1001,4224,1,10000,1,1;2;3
224,1001,4225,1,25000,1,1;2;3
225,1001,4226,1,20000,1,1;2;3
226,1001,4227,1,12500,1,1;2;3
227,1001,4228,1,7692,1,1;2;3
228,1001,4229,1,5000,1,1;2;3
229,1001,4230,1,3448,1,1;2;3
230,1001,4231,1,2500,1,1;2;3
231,1001,4232,1,1887,1,1;2;3
232,1001,4233,1,1471,1,1;2;3
233,1001,4234,1,1887,1,1;2;3
234,1001,4235,1,2500,1,1;2;3
235,1001,4236,1,3448,1,1;2;3
236,1001,4237,1,5000,1,1;2;3
237,1001,4238,1,7692,1,1;2;3
238,1001,4239,1,12500,1,1;2;3
239,1001,4240,1,20000,1,1;2;3
240,1001,4241,1,100000,1,1;2;3
241,1001,4242,1,50000,1,1;2;3
242,1001,4243,1,20000,1,1;2;3
243,1001,4244,1,10000,1,1;2;3
244,1001,4245,1,5882,1,1;2;3
245,1001,4246,1,3846,1,1;2;3
246,1001,4247,1,2703,1,1;2;3
247,1001,4248,1,2000,1,1;2;3
248,1001,4249,1,1538,1,1;2;3
249,1001,4250,1,2000,1,1;2;3
250,1001,4251,1,2703,1,1;2;3
251,1001,4252,1,3846,1,1;2;3
252,1001,4253,1,5882,1,1;2;3
253,1001,4254,1,10000,1,1;2;3
254,1001,4255,1,20000,1,1;2;3
255,1001,4256,1,50000,1,1;2;3
256,1002,4001,1,100000,1,1;2;3
257,1002,4003,1,100000,1,1;2;3
258,1002,4004,1,25000,1,1;2;3
259,1002,4005,1,11111,1,1;2;3
260,1002,4006,1,6250,1,1;2;3
261,1002,4007,1,4000,1,1;2;3
262,1002,4008,1,2778,1,1;2;3
263,1002,4009,1,2041,1,1;2;3
264,1002,4010,1,1562,1,1;2;3
265,1002,4011,1,2041,1,1;2;3
266,1002,4012,1,2778,1,1;2;3
267,1002,4013,1,4000,1,1;2;3
268,1002,4014,1,6250,1,1;2;3
269,1002,4015,1,11111,1,1;2;3
270,1002,4016,1,25000,1,1;2;3
271,1002,4017,1,50000,1,1;2;3
272,1002,4018,1,100000,1,1;2;3
273,1002,4019,1,50000,1,1;2;3
274,1002,4020,1,20000,1,1;2;3
275,1002,4021,1,10000,1,1;2;3
276,1002,4022,1,5882,1,1;2;3
277,1002,4023,1,3846,1,1;2;3
278,1002,4024,1,2703,1,1;2;3
279,1002,4025,1,2000,1,1;2;3
280,1002,4026,1,1538,1,1;2;3
281,1002,4027,1,2000,1,1;2;3
282,1002,4028,1,2703,1,1;2;3
283,1002,4029,1,3846,1,1;2;3
284,1002,4030,1,5882,1,1;2;3
285,1002,4031,1,10000,1,1;2;3
286,1002,4032,1,20000,1,1;2;3
287,1002,4033,1,20000,1,1;2;3
288,1002,4034,1,25000,1,1;2;3
289,1002,4035,1,20000,1,1;2;3
290,1002,4036,1,12500,1,1;2;3
291,1002,4037,1,7692,1,1;2;3
292,1002,4038,1,5000,1,1;2;3
293,1002,4039,1,3448,1,1;2;3
294,1002,4040,1,2500,1,1;2;3
295,1002,4041,1,1887,1,1;2;3
296,1002,4042,1,1471,1,1;2;3
297,1002,4043,1,1887,1,1;2;3
298,1002,4044,1,2500,1,1;2;3
299,1002,4045,1,3448,1,1;2;3
300,1002,4046,1,5000,1,1;2;3
301,1002,4047,1,7692,1,1;2;3
302,1002,4048,1,12500,1,1;2;3
303,1002,4049,1,10000,1,1;2;3
304,1002,4050,1,11111,1,1;2;3
305,1002,4051,1,10000,1,1;2;3
306,1002,4052,1,7692,1,1;2;3
307,1002,4053,1,5556,1,1;2;3
308,1002,4054,1,4000,1,1;2;3
309,1002,4055,1,2941,1,1;2;3
310,1002,4056,1,2222,1,1;2;3
311,1002,4057,1,1724,1,1;2;3
312,1002,4058,1,1370,1,1;2;3
313,1002,4059,1,1724,1,1;2;3
314,1002,4060,1,2222,1,1;2;3
315,1002,4061,1,2941,1,1;2;3
316,1002,4062,1,4000,1,1;2;3
317,1002,4063,1,5556,1,1;2;3
318,1002,4064,1,7692,1,1;2;3
319,1002,4065,1,5882,1,1;2;3
320,1002,4066,1,6250,1,1;2;3
321,1002,4067,1,5882,1,1;2;3
322,1002,4068,1,5000,1,1;2;3
323,1002,4069,1,4000,1,1;2;3
324,1002,4070,1,3125,1,1;2;3
325,1002,4071,1,2439,1,1;2;3
326,1002,4072,1,1923,1,1;2;3
327,1002,4073,1,1538,1,1;2;3
328,1002,4074,1,1250,1,1;2;3
329,1002,4075,1,1538,1,1;2;3
330,1002,4076,1,1923,1,1;2;3
331,1002,4077,1,2439,1,1;2;3
332,1002,4078,1,3125,1,1;2;3
333,1002,4079,1,4000,1,1;2;3
334,1002,4080,1,5000,1,1;2;3
335,1002,4081,1,3846,1,1;2;3
336,1002,4082,1,4000,1,1;2;3
337,1002,4083,1,3846,1,1;2;3
338,1002,4084,1,3448,1,1;2;3
339,1002,4085,1,2941,1,1;2;3
340,1002,4086,1,2439,1,1;2;3
341,1002,4087,1,2000,1,1;2;3
342,1002,4088,1,1639,1,1;2;3
343,1002,4089,1,1351,1,1;2;3
344,1002,4090,1,1124,1,1;2;3
345,1002,4091,1,1351,1,1;2;3
346,1002,4092,1,1639,1,1;2;3
347,1002,4093,1,2000,1,1;2;3
348,1002,4094,1,2439,1,1;2;3
349,1002,4095,1,2941,1,1;2;3
350,1002,4096,1,3448,1,1;2;3
351,1002,4097,1,2703,1,1;2;3
352,1002,4098,1,2778,1,1;2;3
353,1002,4099,1,2703,1,1;2;3
354,1002,4100,1,2500,1,1;2;3
355,1002,4101,1,2222,1,1;2;3
356,1002,4102,1,1923,1,1;2;3
357,1002,4103,1,1639,1,1;2;3
358,1002,4104,1,1389,1,1;2;3
359,1002,4105,1,1176,1,1;2;3
360,1002,4106,1,1000,1,1;2;3
361,1002,4107,1,1176,1,1;2;3
362,1002,4108,1,1389,1,1;2;3
363,1002,4109,1,1639,1,1;2;3
364,1002,4110,1,1923,1,1;2;3
365,1002,4111,1,2222,1,1;2;3
366,1002,4112,1,2500,1,1;2;3
367,1002,4113,1,2000,1,1;2;3
368,1002,4114,1,2041,1,1;2;3
369,1002,4115,1,2000,1,1;2;3
370,1002,4116,1,1887,1,1;2;3
371,1002,4117,1,1724,1,1;2;3
372,1002,4118,1,1538,1,1;2;3
373,1002,4119,1,1351,1,1;2;3
374,1002,4120,1,1176,1,1;2;3
375,1002,4121,1,1020,1,1;2;3
376,1002,4122,1,885,1,1;2;3
377,1002,4123,1,1020,1,1;2;3
378,1002,4124,1,1176,1,1;2;3
379,1002,4125,1,1351,1,1;2;3
380,1002,4126,1,1538,1,1;2;3
381,1002,4127,1,1724,1,1;2;3
382,1002,4128,1,1887,1,1;2;3
383,1002,4129,1,1538,1,1;2;3
384,1002,4130,1,1562,1,1;2;3
385,1002,4131,1,1538,1,1;2;3
386,1002,4132,1,1471,1,1;2;3
387,1002,4133,1,1370,1,1;2;3
388,1002,4134,1,1250,1,1;2;3
389,1002,4135,1,1124,1,1;2;3
390,1002,4136,1,1000,1,1;2;3
391,1002,4137,1,885,1,1;2;3
392,1002,4138,1,781,1,1;2;3
393,1002,4139,1,885,1,1;2;3
394,1002,4140,1,1000,1,1;2;3
395,1002,4141,1,1124,1,1;2;3
396,1002,4142,1,1250,1,1;2;3
397,1002,4143,1,1370,1,1;2;3
398,1002,4144,1,1471,1,1;2;3
399,1002,4145,1,2000,1,1;2;3
400,1002,4146,1,2041,1,1;2;3
401,1002,4147,1,2000,1,1;2;3
402,1002,4148,1,1887,1,1;2;3
403,1002,4149,1,1724,1,1;2;3
404,1002,4150,1,1538,1,1;2;3
405,1002,4151,1,1351,1,1;2;3
406,1002,4152,1,1176,1,1;2;3
407,1002,4153,1,1020,1,1;2;3
408,1002,4154,1,885,1,1;2;3
409,1002,4155,1,1020,1,1;2;3
410,1002,4156,1,1176,1,1;2;3
411,1002,4157,1,1351,1,1;2;3
412,1002,4158,1,1538,1,1;2;3
413,1002,4159,1,1724,1,1;2;3
414,1002,4160,1,1887,1,1;2;3
415,1002,4161,1,2703,1,1;2;3
416,1002,4162,1,2778,1,1;2;3
417,1002,4163,1,2703,1,1;2;3
418,1002,4164,1,2500,1,1;2;3
419,1002,4165,1,2222,1,1;2;3
420,1002,4166,1,1923,1,1;2;3
421,1002,4167,1,1639,1,1;2;3
422,1002,4168,1,1389,1,1;2;3
423,1002,4169,1,1176,1,1;2;3
424,1002,4170,1,1000,1,1;2;3
425,1002,4171,1,1176,1,1;2;3
426,1002,4172,1,1389,1,1;2;3
427,1002,4173,1,1639,1,1;2;3
428,1002,4174,1,1923,1,1;2;3
429,1002,4175,1,2222,1,1;2;3
430,1002,4176,1,2500,1,1;2;3
431,1002,4177,1,3846,1,1;2;3
432,1002,4178,1,4000,1,1;2;3
433,1002,4179,1,3846,1,1;2;3
434,1002,4180,1,3448,1,1;2;3
435,1002,4181,1,2941,1,1;2;3
436,1002,4182,1,2439,1,1;2;3
437,1002,4183,1,2000,1,1;2;3
438,1002,4184,1,1639,1,1;2;3
439,1002,4185,1,1351,1,1;2;3
440,1002,4186,1,1124,1,1;2;3
441,1002,4187,1,1351,1,1;2;3
442,1002,4188,1,1639,1,1;2;3
443,1002,4189,1,2000,1,1;2;3
444,1002,4190,1,2439,1,1;2;3
445,1002,4191,1,2941,1,1;2;3
446,1002,4192,1,3448,1,1;2;3
447,1002,4193,1,5882,1,1;2;3
448,1002,4194,1,6250,1,1;2;3
449,1002,4195,1,5882,1,1;2;3
450,1002,4196,1,5000,1,1;2;3
451,1002,4197,1,4000,1,1;2;3
452,1002,4198,1,3125,1,1;2;3
453,1002,4199,1,2439,1,1;2;3
454,1002,4200,1,1923,1,1;2;3
455,1002,4201,1,1538,1,1;2;3
456,1002,4202,1,1250,1,1;2;3
457,1002,4203,1,1538,1,1;2;3
458,1002,4204,1,1923,1,1;2;3
459,1002,4205,1,2439,1,1;2;3
460,1002,4206,1,3125,1,1;2;3
461,1002,4207,1,4000,1,1;2;3
462,1002,4208,1,5000,1,1;2;3
463,1002,4209,1,10000,1,1;2;3
464,1002,4210,1,11111,1,1;2;3
465,1002,4211,1,10000,1,1;2;3
466,1002,4212,1,7692,1,1;2;3
467,1002,4213,1,5556,1,1;2;3
468,1002,4214,1,4000,1,1;2;3
469,1002,4215,1,2941,1,1;2;3
470,1002,4216,1,2222,1,1;2;3
471,1002,4217,1,1724,1,1;2;3
472,1002,4218,1,1370,1,1;2;3
473,1002,4219,1,1724,1,1;2;3
474,1002,4220,1,2222,1,1;2;3
475,1002,4221,1,2941,1,1;2;3
476,1002,4222,1,4000,1,1;2;3
477,1002,4223,1,5556,1,1;2;3
478,1002,4224,1,7692,1,1;2;3
479,1002,4225,1,20000,1,1;2;3
480,1002,4226,1,25000,1,1;2;3
481,1002,4227,1,20000,1,1;2;3
482,1002,4228,1,12500,1,1;2;3
483,1002,4229,1,7692,1,1;2;3
484,1002,4230,1,5000,1,1;2;3
485,1002,4231,1,3448,1,1;2;3
486,1002,4232,1,2500,1,1;2;3
487,1002,4233,1,1887,1,1;2;3
488,1002,4234,1,1471,1,1;2;3
489,1002,4235,1,1887,1,1;2;3
490,1002,4236,1,2500,1,1;2;3
491,1002,4237,1,3448,1,1;2;3
492,1002,4238,1,5000,1,1;2;3
493,1002,4239,1,7692,1,1;2;3
494,1002,4240,1,12500,1,1;2;3
495,1002,4241,1,50000,1,1;2;3
496,1002,4242,1,100000,1,1;2;3
497,1002,4243,1,50000,1,1;2;3
498,1002,4244,1,20000,1,1;2;3
499,1002,4245,1,10000,1,1;2;3
500,1002,4246,1,5882,1,1;2;3
501,1002,4247,1,3846,1,1;2;3
502,1002,4248,1,2703,1,1;2;3
503,1002,4249,1,2000,1,1;2;3
504,1002,4250,1,1538,1,1;2;3
505,1002,4251,1,2000,1,1;2;3
506,1002,4252,1,2703,1,1;2;3
507,1002,4253,1,3846,1,1;2;3
508,1002,4254,1,5882,1,1;2;3
509,1002,4255,1,10000,1,1;2;3
510,1002,4256,1,20000,1,1;2;3
511,1003,4001,1,25000,1,1;2;3
512,1003,4002,1,100000,1,1;2;3
513,1003,4004,1,100000,1,1;2;3
514,1003,4005,1,25000,1,1;2;3
515,1003,4006,1,11111,1,1;2;3
516,1003,4007,1,6250,1,1;2;3
517,1003,4008,1,4000,1,1;2;3
518,1003,4009,1,2778,1,1;2;3
519,1003,4010,1,2041,1,1;2;3
520,1003,4011,1,1562,1,1;2;3
521,1003,4012,1,2041,1,1;2;3
522,1003,4013,1,2778,1,1;2;3
523,1003,4014,1,4000,1,1;2;3
524,1003,4015,1,6250,1,1;2;3
525,1003,4016,1,11111,1,1;2;3
526,1003,4017,1,20000,1,1;2;3
527,1003,4018,1,50000,1,1;2;3
528,1003,4019,1,100000,1,1;2;3
529,1003,4020,1,50000,1,1;2;3
530,1003,4021,1,20000,1,1;2;3
531,1003,4022,1,10000,1,1;2;3
532,1003,4023,1,5882,1,1;2;3
533,1003,4024,1,3846,1,1;2;3
534,1003,4025,1,2703,1,1;2;3
535,1003,4026,1,2000,1,1;2;3
536,1003,4027,1,1538,1,1;2;3
537,1003,4028,1,2000,1,1;2;3
538,1003,4029,1,2703,1,1;2;3
539,1003,4030,1,3846,1,1;2;3
540,1003,4031,1,5882,1,1;2;3
541,1003,4032,1,10000,1,1;2;3
542,1003,4033,1,12500,1,1;2;3
543,1003,4034,1,20000,1,1;2;3
544,1003,4035,1,25000,1,1;2;3
545,1003,4036,1,20000,1,1;2;3
546,1003,4037,1,12500,1,1;2;3
547,1003,4038,1,7692,1,1;2;3
548,1003,4039,1,5000,1,1;2;3
549,1003,4040,1,3448,1,1;2;3
550,1003,4041,1,2500,1,1;2;3
551,1003,4042,1,1887,1,1;2;3
552,1003,4043,1,1471,1,1;2;3
553,1003,4044,1,1887,1,1;2;3
554,1003,4045,1,2500,1,1;2;3
555,1003,4046,1,3448,1,1;2;3
556,1003,4047,1,5000,1,1;2;3
557,1003,4048,1,7692,1,1;2;3
558,1003,4049,1,7692,1,1;2;3
559,1003,4050,1,10000,1,1;2;3
560,1003,4051,1,11111,1,1;2;3
561,1003,4052,1,10000,1,1;2;3
562,1003,4053,1,7692,1,1;2;3
563,1003,4054,1,5556,1,1;2;3
564,1003,4055,1,4000,1,1;2;3
565,1003,4056,1,2941,1,1;2;3
566,1003,4057,1,2222,1,1;2;3
567,1003,4058,1,1724,1,1;2;3
568,1003,4059,1,1370,1,1;2;3
569,1003,4060,1,1724,1,1;2;3
570,1003,4061,1,2222,1,1;2;3
571,1003,4062,1,2941,1,1;2;3
572,1003,4063,1,4000,1,1;2;3
573,1003,4064,1,5556,1,1;2;3
574,1003,4065,1,5000,1,1;2;3
575,1003,4066,1,5882,1,1;2;3
576,1003,4067,1,6250,1,1;2;3
577,1003,4068,1,5882,1,1;2;3
578,1003,4069,1,5000,1,1;2;3
579,1003,4070,1,4000,1,1;2;3
580,1003,4071,1,3125,1,1;2;3
581,1003,4072,1,2439,1,1;2;3
582,1003,4073,1,1923,1,1;2;3
583,1003,4074,1,1538,1,1;2;3
584,1003,4075,1,1250,1,1;2;3
585,1003,4076,1,1538,1,1;2;3
586,1003,4077,1,1923,1,1;2;3
587,1003,4078,1,2439,1,1;2;3
588,1003,4079,1,3125,1,1;2;3
589,1003,4080,1,4000,1,1;2;3
590,1003,4081,1,3448,1,1;2;3
591,1003,4082,1,3846,1,1;2;3
592,1003,4083,1,4000,1,1;2;3
593,1003,4084,1,3846,1,1;2;3
594,1003,4085,1,3448,1,1;2;3
595,1003,4086,1,2941,1,1;2;3
596,1003,4087,1,2439,1,1;2;3
597,1003,4088,1,2000,1,1;2;3
598,1003,4089,1,1639,1,1;2;3
599,1003,4090,1,1351,1,1;2;3
600,1003,4091,1,1124,1,1;2;3
601,1003,4092,1,1351,1,1;2;3
602,1003,4093,1,1639,1,1;2;3
603,1003,4094,1,2000,1,1;2;3
604,1003,4095,1,2439,1,1;2;3
605,1003,4096,1,2941,1,1;2;3
606,1003,4097,1,2500,1,1;2;3
607,1003,4098,1,2703,1,1;2;3
608,1003,4099,1,2778,1,1;2;3
609,1003,4100,1,2703,1,1;2;3
610,1003,4101,1,2500,1,1;2;3
611,1003,4102,1,2222,1,1;2;3
612,1003,4103,1,1923,1,1;2;3
613,1003,4104,1,1639,1,1;2;3
614,1003,4105,1,1389,1,1;2;3
615,1003,4106,1,1176,1,1;2;3
616,1003,4107,1,1000,1,1;2;3
617,1003,4108,1,1176,1,1;2;3
618,1003,4109,1,1389,1,1;2;3
619,1003,4110,1,1639,1,1;2;3
620,1003,4111,1,1923,1,1;2;3
621,1003,4112,1,2222,1,1;2;3
622,1003,4113,1,1887,1,1;2;3
623,1003,4114,1,2000,1,1;2;3
624,1003,4115,1,2041,1,1;2;3
625,1003,4116,1,2000,1,1;2;3
626,1003,4117,1,1887,1,1;2;3
627,1003,4118,1,1724,1,1;2;3
628,1003,4119,1,1538,1,1;2;3
629,1003,4120,1,1351,1,1;2;3
630,1003,4121,1,1176,1,1;2;3
631,1003,4122,1,1020,1,1;2;3
632,1003,4123,1,885,1,1;2;3
633,1003,4124,1,1020,1,1;2;3
634,1003,4125,1,1176,1,1;2;3
635,1003,4126,1,1351,1,1;2;3
636,1003,4127,1,1538,1,1;2;3
637,1003,4128,1,1724,1,1;2;3
638,1003,4129,1,1471,1,1;2;3
639,1003,4130,1,1538,1,1;2;3
640,1003,4131,1,1562,1,1;2;3
641,1003,4132,1,1538,1,1;2;3
642,1003,4133,1,1471,1,1;2;3
643,1003,4134,1,1370,1,1;2;3
644,1003,4135,1,1250,1,1;2;3
645,1003,4136,1,1124,1,1;2;3
646,1003,4137,1,1000,1,1;2;3
647,1003,4138,1,885,1,1;2;3
648,1003,4139,1,781,1,1;2;3
649,1003,4140,1,885,1,1;2;3
650,1003,4141,1,1000,1,1;2;3
651,1003,4142,1,1124,1,1;2;3
652,1003,4143,1,1250,1,1;2;3
653,1003,4144,1,1370,1,1;2;3
654,1003,4145,1,1887,1,1;2;3
655,1003,4146,1,2000,1,1;2;3
656,1003,4147,1,2041,1,1;2;3
657,1003,4148,1,2000,1,1;2;3
658,1003,4149,1,1887,1,1;2;3
659,1003,4150,1,1724,1,1;2;3
660,1003,4151,1,1538,1,1;2;3
661,1003,4152,1,1351,1,1;2;3
662,1003,4153,1,1176,1,1;2;3
