link_id,from_node_id,to_node_id,fixed_cost,link_type,acting_link_id
72,1001,2072,0,2,72
73,1001,2073,0,2,73
74,1001,2074,0,2,74
75,1001,2075,0,2,75
76,1001,2076,0,2,76
77,1001,2077,0,2,77
78,1001,2078,0,2,78
79,1001,2079,0,2,79
80,1001,2080,0,2,80
81,1001,2081,0,2,81
82,1001,2082,0,2,82
83,1001,2083,0,2,83
84,1001,2084,0,2,84
85,1001,2085,0,2,85
86,1001,2086,0,2,86
87,1001,2087,0,2,87
88,1001,2088,0,2,88
89,1001,2089,0,2,89
90,1001,2090,0,2,90
91,1001,2091,0,2,91
92,1001,2092,0,2,92
93,1001,2093,0,2,93
94,1001,2094,0,2,94
95,1001,2095,0,2,95
96,1001,2096,0,2,96
97,1001,2097,0,2,97
98,1001,2098,0,2,98
99,1001,2099,0,2,99
100,1001,2100,0,2,100
101,1001,2101,0,2,101
102,1001,2102,0,2,102
103,1001,2103,0,2,103
104,1001,2104,0,2,104
105,1001,2105,0,2,105
106,1001,2106,0,2,106
107,1001,2107,0,2,107
108,1001,2108,0,2,108
109,1001,2109,0,2,109
110,1001,2110,0,2,110
111,1001,2111,0,2,111
112,1001,2112,0,2,112
113,1001,2113,0,2,113
114,1001,2114,0,2,114
115,1001,2115,0,2,115
116,1001,2116,0,2,116
117,1001,2117,0,2,117
118,1001,2118,0,2,118
119,1001,2119,0,2,119
120,1001,2120,0,2,120
121,1001,2121,0,2,121
122,1001,2122,0,2,122
123,1001,2123,0,2,123
124,1001,2124,0,2,124
125,1001,2125,0,2,125
126,1001,2126,0,2,126
127,1001,2127,0,2,127
128,1001,2128,0,2,128
129,1001,2129,0,2,129
130,1001,2130,0,2,130
131,1001,2131,0,2,131
132,1001,2132,0,2,132
133,1001,2133,0,2,133
134,1001,2134,0,2,134
135,1001,2135,0,2,135
136,1001,2136,0,2,136
137,1001,2137,0,2,137
138,1001,2138,0,2,138
139,1001,2139,0,2,139
140,1001,2140,0,2,140
141,1001,2141,0,2,141
142,1001,2142,0,2,142
143,1001,2143,0,2,143
144,1001,2144,0,2,144
145,1001,2145,0,2,145
146,1001,2146,0,2,146
147,1001,2147,0,2,147
148,1001,2148,0,2,148
149,1001,2149,0,2,149
150,1001,2150,0,2,150
151,1002,2001,0,2,151
152,1002,2002,0,2,152
153,1002,2003,0,2,153
154,1002,2004,0,2,154
155,1002,2005,0,2,155
156,1002,2006,0,2,156
157,1002,2007,0,2,157
158,1002,2008,0,2,158
159,1002,2009,0,2,159
160,1002,2010,0,2,160
161,1002,2011,0,2,161
162,1002,2012,0,2,162
163,1002,2013,0,2,163
164,1002,2014,0,2,164
165,1002,2015,0,2,165
166,1002,2016,0,2,166
167,1002,2017,0,2,167
168,1002,2018,0,2,168
169,1002,2019,0,2,169
170,1002,2020,0,2,170
171,1002,2021,0,2,171
172,1002,2022,0,2,172
173,1002,2023,0,2,173
174,1002,2024,0,2,174
175,1002,2025,0,2,175
176,1002,2026,0,2,176
177,1002,2027,0,2,177
178,1002,2028,0,2,178
179,1002,2029,0,2,179
180,1002,2030,0,2,180
181,1002,2031,0,2,181
182,1002,2032,0,2,182
183,1002,2033,0,2,183
184,1002,2034,0,2,184
185,1002,2035,0,2,185
186,1002,2036,0,2,186
187,1002,2037,0,2,187
188,1002,2038,0,2,188
189,1002,2039,0,2,189
190,1002,2040,0,2,190
191,1002,2041,0,2,191
192,1002,2042,0,2,192
193,1002,2043,0,2,193
194,1002,2044,0,2,194
195,1002,2045,0,2,195
196,1002,2046,0,2,196
197,1002,2047,0,2,197
198,1002,2048,0,2,198
199,1002,2049,0,2,199
200,1002,2050,0,2,200
201,1002,2051,0,2,201
202,1002,2052,0,2,202
203,1002,2053,0,2,203
204,1002,2054,0,2,204
205,1002,2055,0,2,205
206,1002,2056,0,2,206
207,1002,2057,0,2,207
208,1002,2058,0,2,208
209,1002,2059,0,2,209
210,1002,2060,0,2,210
211,1002,2061,0,2,211
212,1002,2062,0,2,212
213,1002,2063,0,2,213
214,1002,2064,0,2,214
215,1002,2065,0,2,215
216,1002,2066,0,2,216
217,1002,2067,0,2,217
218,1002,2068,0,2,218
219,1002,2069,0,2,219
220,1002,2070,0,2,220
221,1002,2071,0,2,221
222,1002,2072,0,2,222
223,1002,2073,0,2,223
224,1002,2074,0,2,224
225,1002,2075,0,2,225
226,1002,2076,0,2,226
227,1002,2077,0,2,227
228,1002,2078,0,2,228
229,1002,2079,0,2,229
230,1002,2080,0,2,230
231,1002,2081,0,2,231
232,1002,2082,0,2,232
233,1002,2083,0,2,233
234,1002,2084,0,2,234
235,1002,2085,0,2,235
236,1002,2086,0,2,236
237,1002,2087,0,2,237
238,1002,2088,0,2,238
239,1002,2089,0,2,239
240,1002,2090,0,2,240
241,1002,2091,0,2,241
242,1002,2092,0,2,242
243,1002,2093,0,2,243
244,1002,2094,0,2,244
245,1002,2095,0,2,245
246,1002,2096,0,2,246
247,1002,2097,0,2,247
248,1002,2098,0,2,248
249,1002,2099,0,2,249
250,1002,2100,0,2,250
251,1002,2101,0,2,251
252,1002,2102,0,2,252
253,1002,2103,0,2,253
254,1002,2104,0,2,254
255,1002,2105,0,2,255
256,1002,2106,0,2,256
257,1002,2107,0,2,257
258,1002,2108,0,2,258
259,1002,2109,0,2,259
260,1002,2110,0,2,260
261,1002,2111,0,2,261
262,1002,2112,0,2,262
263,1002,2113,0,2,263
264,1002,2114,0,2,264
265,1002,2115,0,2,265
266,1002,2116,0,2,266
267,1002,2117,0,2,267
268,1002,2118,0,2,268
269,1002,2119,0,2,269
270,1002,2120,0,2,270
271,1002,2121,0,2,271
272,1002,2122,0,2,272
273,1002,2123,0,2,273
274,1002,2124,0,2,274
275,1002,2125,0,2,275
276,1002,2126,0,2,276
277,1002,2127,0,2,277
278,1002,2128,0,2,278
279,1002,2129,0,2,279
280,1002,2130,0,2,280
281,1002,2131,0,2,281
282,1002,2132,0,2,282
283,1002,2133,0,2,283
284,1002,2134,0,2,284
285,1002,2135,0,2,285
286,1002,2136,0,2,286
287,1002,2137,0,2,287
288,1002,2138,0,2,288
289,1002,2139,0,2,289
290,1002,2140,0,2,290
291,1002,2141,0,2,291
292,1002,2142,0,2,292
293,1002,2143,0,2,293
294,1002,2144,0,2,294
295,1002,2145,0,2,295
296,1002,2146,0,2,296
297,1002,2147,0,2,297
298,1002,2148,0,2,298
299,1002,2149,0,2,299
300,1002,2150,0,2,300
301,1003,2001,0,2,301
302,1003,2002,0,2,302
303,1003,2003,0,2,303
304,1003,2004,0,2,304
305,1003,2005,0,2,305
306,1003,2006,0,2,306
307,1003,2007,0,2,307
308,1003,2008,0,2,308
309,1003,2009,0,2,309
310,1003,2010,0,2,310
311,1003,2011,0,2,311
312,1003,2012,0,2,312
313,1003,2013,0,2,313
314,1003,2014,0,2,314
315,1003,2015,0,2,315
316,1003,2016,0,2,316
317,1003,2017,0,2,317
318,1003,2018,0,2,318
319,1003,2019,0,2,319
320,1003,2020,0,2,320
321,1003,2021,0,2,321
322,1003,2022,0,2,322
323,1003,2023,0,2,323
324,1003,2024,0,2,324
325,1003,2025,0,2,325
326,1003,2026,0,2,326
327,1003,2027,0,2,327
328,1003,2028,0,2,328
329,1003,2029,0,2,329
330,1003,2030,0,2,330
331,1003,2031,0,2,331
332,1003,2032,0,2,332
333,1003,2033,0,2,333
334,1003,2034,0,2,334
335,1003,2035,0,2,335
336,1003,2036,0,2,336
337,1003,2037,0,2,337
338,1003,2038,0,2,338
339,1003,2039,0,2,339
340,1003,2040,0,2,340
341,1003,2041,0,2,341
342,1003,2042,0,2,342
343,1003,2043,0,2,343
344,1003,2044,0,2,344
345,1003,2045,0,2,345
346,1003,2046,0,2,346
347,1003,2047,0,2,347
348,1003,2048,0,2,348
349,1003,2049,0,2,349
350,1003,2050,0,2,350
351,1003,2051,0,2,351
352,1003,2052,0,2,352
353,1003,2053,0,2,353
354,1003,2054,0,2,354
355,1003,2055,0,2,355
356,1003,2056,0,2,356
357,1003,2057,0,2,357
358,1003,2058,0,2,358
359,1003,2059,0,2,359
360,1003,2060,0,2,360
361,1003,2061,0,2,361
362,1003,2062,0,2,362
363,1003,2063,0,2,363
364,1003,2064,0,2,364
365,1003,2065,0,2,365
366,1003,2066,0,2,366
367,1003,2067,0,2,367
368,1003,2068,0,2,368
369,1003,2069,0,2,369
370,1003,2070,0,2,370
371,1003,2071,0,2,371
372,1003,2072,0,2,372
373,1003,2073,0,2,373
374,1003,2074,0,2,374
375,1003,2075,0,2,375
376,1003,2076,0,2,376
377,1003,2077,0,2,377
378,1003,2078,0,2,378
379,1003,2079,0,2,379
380,1003,2080,0,2,380
381,1003,2081,0,2,381
382,1003,2082,0,2,382
383,1003,2083,0,2,383
384,1003,2084,0,2,384
385,1003,2085,0,2,385
386,1003,2086,0,2,386
387,1003,2087,0,2,387
388,1003,2088,0,2,388
389,1003,2089,0,2,389
390,1003,2090,0,2,390
391,1003,2091,0,2,391
392,1003,2092,0,2,392
393,1003,2093,0,2,393
394,1003,2094,0,2,394
395,1003,2095,0,2,395
396,1003,2096,0,2,396
397,1003,2097,0,2,397
398,1003,2098,0,2,398
399,1003,2099,0,2,399
400,1003,2100,0,2,400
401,1003,2101,0,2,401
402,1003,2102,0,2,402
403,1003,2103,0,2,403
404,1003,2104,0,2,404
405,1003,2105,0,2,405
406,1003,2106,0,2,406
407,1003,2107,0,2,407
408,1003,2108,0,2,408
409,1003,2109,0,2,409
410,1003,2110,0,2,410
411,1003,2111,0,2,411
412,1003,2112,0,2,412
413,1003,2113,0,2,413
414,1003,2114,0,2,414
415,1003,2115,0,2,415
416,1003,2116,0,2,416
417,1003,2117,0,2,417
418,1003,2118,0,2,418
419,1003,2119,0,2,419
420,1003,2120,0,2,420
421,1003,2121,0,2,421
422,1003,2122,0,2,422
423,1003,2123,0,2,423
424,1003,2124,0,2,424
425,1003,2125,0,2,425
426,1003,2126,0,2,426
427,1003,2127,0,2,427
428,1003,2128,0,2,428
429,1003,2129,0,2,429
430,1003,2130,0,2,430
431,1003,2131,0,2,431
432,1003,2132,0,2,432
433,1003,2133,0,2,433
434,1003,2134,0,2,434
435,1003,2135,0,2,435
436,1003,2136,0,2,436
437,1003,2137,0,2,437
438,1003,2138,0,2,438
439,1003,2139,0,2,439
440,1003,2140,0,2,440
441,1003,2141,0,2,441
442,1003,2142,0,2,442
443,1003,2143,0,2,443
444,1003,2144,0,2,444
445,1003,2145,0,2,445
446,1003,2146,0,2,446
447,1003,2147,0,2,447
448,1003,2148,0,2,448
449,1003,2149,0,2,449
450,1003,2150,0,2,450
451,1004,2001,0,2,451
452,1004,2002,0,2,452
453,1004,2003,0,2,453
454,1004,2004,0,2,454
455,1004,2005,0,2,455
456,1004,2006,0,2,456
457,1004,2007,0,2,457
458,1004,2008,0,2,458
459,1004,2009,0,2,459
460,1004,2010,0,2,460
461,1004,2011,0,2,461
462,1004,2012,0,2,462
463,1004,2013,0,2,463
464,1004,2014,0,2,464
465,1004,2015,0,2,465
466,1004,2016,0,2,466
467,1004,2017,0,2,467
468,1004,2018,0,2,468
469,1004,2019,0,2,469
470,1004,2020,0,2,470
471,1004,2021,0,2,471
472,1004,2022,0,2,472
473,1004,2023,0,2,473
474,1004,2024,0,2,474
475,1004,2025,0,2,475
476,1004,2026,0,2,476
477,1004,2027,0,2,477
478,1004,2028,0,2,478
479,1004,2029,0,2,479
480,1004,2030,0,2,480
481,1004,2031,0,2,481
482,1004,2032,0,2,482
483,1004,2033,0,2,483
484,1004,2034,0,2,484
485,1004,2035,0,2,485
486,1004,2036,0,2,486
487,1004,2037,0,2,487
488,1004,2038,0,2,488
489,1004,2039,0,2,489
490,1004,2040,0,2,490
491,1004,2041,0,2,491
492,1004,2042,0,2,492
493,1004,2043,0,2,493
494,1004,2044,0,2,494
495,1004,2045,0,2,495
496,1004,2046,0,2,496
497,1004,2047,0,2,497
498,1004,2048,0,2,498
499,1004,2049,0,2,499
500,1004,2050,0,2,500
501,1004,2051,0,2,501
502,1004,2052,0,2,502
503,1004,2053,0,2,503
504,1004,2054,0,2,504
505,1004,2055,0,2,505
506,1004,2056,0,2,506
507,1004,2057,0,2,507
508,1004,2058,0,2,508
509,1004,2059,0,2,509
510,1004,2060,0,2,510
511,1004,2061,0,2,511
512,1004,2062,0,2,512
513,1004,2063,0,2,513
514,1004,2064,0,2,514
515,1004,2065,0,2,515
516,1004,2066,0,2,516
517,1004,2067,0,2,517
518,1004,2068,0,2,518
519,1004,2069,0,2,519
520,1004,2070,0,2,520
521,1004,2071,0,2,521
522,1004,2072,0,2,522
523,1004,2073,0,2,523
524,1004,2074,0,2,524
525,1004,2075,0,2,525
526,1004,2076,0,2,526
527,1004,2077,0,2,527
528,1004,2078,0,2,528
529,1004,2079,0,2,529
530,1004,2080,0,2,530
531,1004,2081,0,2,531
532,1004,2082,0,2,532
533,1004,2083,0,2,533
534,1004,2084,0,2,534
535,1004,2085,0,2,535
536,1004,2086,0,2,536
537,1004,2087,0,2,537
538,1004,2088,0,2,538
539,1004,2089,0,2,539
540,1004,2090,0,2,540
541,1004,2091,0,2,541
542,1004,2092,0,2,542
543,1004,2093,0,2,543
544,1004,2094,0,2,544
545,1004,2095,0,2,545
546,1004,2096,0,2,546
547,1004,2097,0,2,547
548,1004,2098,0,2,548
549,1004,2099,0,2,549
550,1004,2100,0,2,550
551,1004,2101,0,2,551
552,1004,2102,0,2,552
553,1004,2103,0,2,553
554,1004,2104,0,2,554
555,1004,2105,0,2,555
556,1004,2106,0,2,556
557,1004,2107,0,2,557
558,1004,2108,0,2,558
559,1004,2109,0,2,559
560,1004,2110,0,2,560
561,1004,2111,0,2,561
562,1004,2112,0,2,562
563,1004,2113,0,2,563
564,1004,2114,0,2,564
565,1004,2115,0,2,565
566,1004,2116,0,2,566
567,1004,2117,0,2,567
568,1004,2118,0,2,568
569,1004,2119,0,2,569
570,1004,2120,0,2,570
571,1004,2121,0,2,571
572,1004,2122,0,2,572
573,1004,2123,0,2,573
574,1004,2124,0,2,574
575,1004,2125,0,2,575
576,1004,2126,0,2,576
577,1004,2127,0,2,577
578,1004,2128,0,2,578
579,1004,2129,0,2,579
580,1004,2130,0,2,580
581,1004,2131,0,2,581
582,1004,2132,0,2,582
583,1004,2133,0,2,583
584,1004,2134,0,2,584
585,1004,2135,0,2,585
586,1004,2136,0,2,586
587,1004,2137,0,2,587
588,1004,2138,0,2,588
589,1004,2139,0,2,589
590,1004,2140,0,2,590
591,1004,2141,0,2,591
592,1004,2142,0,2,592
593,1004,2143,0,2,593
594,1004,2144,0,2,594
595,1004,2145,0,2,595
596,1004,2146,0,2,596
597,1004,2147,0,2,597
598,1004,2148,0,2,598
599,1004,2149,0,2,599
600,1004,2150,0,2,600
601,1005,2001,0,2,601
602,1005,2002,0,2,602
603,1005,2003,0,2,603
604,1005,2004,0,2,604
605,1005,2005,0,2,605
606,1005,2006,0,2,606
607,1005,2007,0,2,607
608,1005,2008,0,2,608
609,1005,2009,0,2,609
610,1005,2010,0,2,610
611,1005,2011,0,2,611
612,1005,2012,0,2,612
613,1005,2013,0,2,613
614,1005,2014,0,2,614
615,1005,2015,0,2,615
616,1005,2016,0,2,616
617,1005,2017,0,2,617
618,1005,2018,0,2,618
619,1005,2019,0,2,619
620,1005,2020,0,2,620
621,1005,2021,0,2,621
622,1005,2022,0,2,622
623,1005,2023,0,2,623
624,1005,2024,0,2,624
625,1005,2025,0,2,625
626,1005,2026,0,2,626
627,1005,2027,0,2,627
628,1005,2028,0,2,628
629,1005,2029,0,2,629
630,1005,2030,0,2,630
631,1005,2031,0,2,631
632,1005,2032,0,2,632
633,1005,2033,0,2,633
634,1005,2034,0,2,634
635,1005,2035,0,2,635
636,1005,2036,0,2,636
637,1005,2037,0,2,637
638,1005,2038,0,2,638
639,1005,2039,0,2,639
640,1005,2040,0,2,640
641,1005,2041,0,2,641
642,1005,2042,0,2,642
643,1005,2043,0,2,643
644,1005,2044,0,2,644
645,1005,2045,0,2,645
646,1005,2046,0,2,646
647,1005,2047,0,2,647
648,1005,2048,0,2,648
649,1005,2049,0,2,649
650,1005,2050,0,2,650
651,1005,2051,0,2,651
652,1005,2052,0,2,652
653,1005,2053,0,2,653
654,1005,2054,0,2,654
655,1005,2055,0,2,655
656,1005,2056,0,2,656
657,1005,2057,0,2,657
658,1005,2058,0,2,658
659,1005,2059,0,2,659
660,1005,2060,0,2,660
661,1005,2061,0,2,661
662,1005,2062,0,2,662
663,1005,2063,0,2,663
664,1005,2064,0,2,664
665,1005,2065,0,2,665
666,1005,2066,0,2,666
667,1005,2067,0,2,667
668,1005,2068,0,2,668
669,1005,2069,0,2,669
670,1005,2070,0,2,670
671,1005,2071,0,2,671
672,1005,2072,0,2,672
673,1005,2073,0,2,673
674,1005,2074,0,2,674
675,1005,2075,0,2,675
676,1005,2076,0,2,676
677,1005,2077,0,2,677
678,1005,2078,0,2,678
679,1005,2079,0,2,679
680,1005,2080,0,2,680
681,1005,2081,0,2,681
682,1005,2082,0,2,682
683,1005,2083,0,2,683
684,1005,2084,0,2,684
685,1005,2085,0,2,685
686,1005,2086,0,2,686
687,1005,2087,0,2,687
688,1005,2088,0,2,688
689,1005,2089,0,2,689
690,1005,2090,0,2,690
691,1005,2091,0,2,691
692,1005,2092,0,2,692
693,1005,2093,0,2,693
694,1005,2094,0,2,694
695,1005,2095,0,2,695
696,1005,2096,0,2,696
697,1005,2097,0,2,697
698,1005,2098,0,2,698
699,1005,2099,0,2,699
700,1005,2100,0,2,700
701,1005,2101,0,2,701
702,1005,2102,0,2,702
703,1005,2103,0,2,703
704,1005,2104,0,2,704
705,1005,2105,0,2,705
706,1005,2106,0,2,706
707,1005,2107,0,2,707
708,1005,2108,0,2,708
709,1005,2109,0,2,709
710,1005,2110,0,2,710
711,1005,2111,0,2,711
712,1005,2112,0,2,712
713,1005,2113,0,2,713
714,1005,2114,0,2,714
715,1005,2115,0,2,715
716,1005,2116,0,2,716
717,1005,2117,0,2,717
718,1005,2118,0,2,718
719,1005,2119,0,2,719
720,1005,2120,0,2,720
721,1005,2121,0,2,721
722,1005,2122,0,2,722
723,1005,2123,0,2,723
724,1005,2124,0,2,724
725,1005,2125,0,2,725
726,1005,2126,0,2,726
727,1005,2127,0,2,727
728,1005,2128,0,2,728
729,1005,2129,0,2,729
730,1005,2130,0,2,730
731,1005,2131,0,2,731
732,1005,2132,0,2,732
733,1005,2133,0,2,733
734,1005,2134,0,2,734
735,1005,2135,0,2,735
736,1005,2136,0,2,736
737,1005,2137,0,2,737
738,1005,2138,0,2,738
739,1005,2139,0,2,739
740,1005,2140,0,2,740
741,1005,2141,0,2,741
742,1005,2142,0,2,742
743,1005,2143,0,2,743
744,1005,2144,0,2,744
745,1005,2145,0,2,745
746,1005,2146,0,2,746
747,1005,2147,0,2,747
748,1005,2148,0,2,748
749,1005,2149,0,2,749
750,1005,2150,0,2,750
751,1006,2001,0,2,751
752,1006,2002,0,2,752
753,1006,2003,0,2,753
754,1006,2004,0,2,754
755,1006,2005,0,2,755
756,1006,2006,0,2,756
757,1006,2007,0,2,757
758,1006,2008,0,2,758
759,1006,2009,0,2,759
760,1006,2010,0,2,760
761,1006,2011,0,2,761
762,1006,2012,0,2,762
763,1006,2013,0,2,763
764,1006,2014,0,2,764
765,1006,2015,0,2,765
766,1006,2016,0,2,766
767,1006,2017,0,2,767
768,1006,2018,0,2,768
769,1006,2019,0,2,769
770,1006,2020,0,2,770
771,1006,2021,0,2,771
772,1006,2022,0,2,772
773,1006,2023,0,2,773
774,1006,2024,0,2,774
775,1006,2025,0,2,775
776,1006,2026,0,2,776
777,1006,2027,0,2,777
778,1006,2028,0,2,778
779,1006,2029,0,2,779
780,1006,2030,0,2,780
781,1006,2031,0,2,781
782,1006,2032,0,2,782
783,1006,2033,0,2,783
784,1006,2034,0,2,784
785,1006,2035,0,2,785
786,1006,2036,0,2,786
787,1006,2037,0,2,787
788,1006,2038,0,2,788
789,1006,2039,0,2,789
790,1006,2040,0,2,790
791,1006,2041,0,2,791
792,1006,2042,0,2,792
793,1006,2043,0,2,793
794,1006,2044,0,2,794
795,1006,2045,0,2,795
796,1006,2046,0,2,796
797,1006,2047,0,2,797
798,1006,2048,0,2,798
799,1006,2049,0,2,799
800,1006,2050,0,2,800
801,1006,2051,0,2,801
802,1006,2052,0,2,802
803,1006,2053,0,2,803
804,1006,2054,0,2,804
805,1006,2055,0,2,805
806,1006,2056,0,2,806
807,1006,2057,0,2,807
808,1006,2058,0,2,808
809,1006,2059,0,2,809
810,1006,2060,0,2,810
811,1006,2061,0,2,811
812,1006,2062,0,2,812
813,1006,2063,0,2,813
814,1006,2064,0,2,814
815,1006,2065,0,2,815
816,1006,2066,0,2,816
817,1006,2067,0,2,817
818,1006,2068,0,2,818
819,1006,2069,0,2,819
820,1006,2070,0,2,820
821,1006,2071,0,2,821
822,1006,2072,0,2,822
823,1006,2073,0,2,823
824,1006,2074,0,2,824
825,1006,2075,0,2,825
826,1006,2076,0,2,826
827,1006,2077,0,2,827
828,1006,2078,0,2,828
829,1006,2079,0,2,829
830,1006,2080,0,2,830
831,1006,2081,0,2,831
832,1006,2082,0,2,832
833,1006,2083,0,2,833
834,1006,2084,0,2,834
835,1006,2085,0,2,835
836,1006,2086,0,2,836
837,1006,2087,0,2,837
838,1006,2088,0,2,838
839,1006,2089,0,2,839
840,1006,2090,0,2,840
841,1006,2091,0,2,841
842,1006,2092,0,2,842
843,1006,2093,0,2,843
844,1006,2094,0,2,844
845,1006,2095,0,2,845
846,1006,2096,0,2,846
847,1006,2097,0,2,847
848,1006,2098,0,2,848
849,1006,2099,0,2,849
850,1006,2100,0,2,850
851,1006,2101,0,2,851
852,1006,2102,0,2,852
853,1006,2103,0,2,853
854,1006,2104,0,2,854
855,1006,2105,0,2,855
856,1006,2106,0,2,856
857,1006,2107,0,2,857
858,1006,2108,0,2,858
859,1006,2109,0,2,859
860,1006,2110,0,2,860
861,1006,2111,0,2,861
862,1006,2112,0,2,862
863,1006,2113,0,2,863
864,1006,2114,0,2,864
865,1006,2115,0,2,865
866,1006,2116,0,2,866
867,1006,2117,0,2,867
868,1006,2118,0,2,868
869,1006,2119,0,2,869
870,1006,2120,0,2,870
871,1006,2121,0,2,871
872,1006,2122,0,2,872
873,1006,2123,0,2,873
874,1006,2124,0,2,874
875,1006,2125,0,2,875
876,1006,2126,0,2,876
877,1006,2127,0,2,877
878,1006,2128,0,2,878
879,1006,2129,0,2,879
880,1006,2130,0,2,880
881,1006,2131,0,2,881
882,1006,2132,0,2,882
883,1006,2133,0,2,883
884,1006,2134,0,2,884
885,1006,2135,0,2,885
886,1006,2136,0,2,886
887,1006,2137,0,2,887
888,1006,2138,0,2,888
889,1006,2139,0,2,889
890,1006,2140,0,2,890
891,1006,2141,0,2,891
892,1006,2142,0,2,892
893,1006,2143,0,2,893
894,1006,2144,0,2,894
895,1006,2145,0,2,895
896,1006,2146,0,2,896
897,1006,2147,0,2,897
898,1006,2148,0,2,898
899,1006,2149,0,2,899
900,1006,2150,0,2,900
901,1007,2001,0,2,901
902,1007,2002,0,2,902
903,1007,2003,0,2,903
904,1007,2004,0,2,904
905,1007,2005,0,2,905
906,1007,2006,0,2,906
907,1007,2007,0,2,907
908,1007,2008,0,2,908
909,1007,2009,0,2,909
910,1007,2010,0,2,910
911,1007,2011,0,2,911
912,1007,2012,0,2,912
913,1007,2013,0,2,913
914,1007,2014,0,2,914
915,1007,2015,0,2,915
916,1007,2016,0,2,916
917,1007,2017,0,2,917
918,1007,2018,0,2,918
919,1007,2019,0,2,919
920,1007,2020,0,2,920
921,1007,2021,0,2,921
922,1007,2022,0,2,922
923,1007,2023,0,2,923
924,1007,2024,0,2,924
925,1007,2025,0,2,925
926,1007,2026,0,2,926
927,1007,2027,0,2,927
928,1007,2028,0,2,928
929,1007,2029,0,2,929
930,1007,2030,0,2,930
931,1007,2031,0,2,931
932,1007,2032,0,2,932
933,1007,2033,0,2,933
934,1007,2034,0,2,934
935,1007,2035,0,2,935
936,1007,2036,0,2,936
937,1007,2037,0,2,937
938,1007,2038,0,2,938
939,1007,2039,0,2,939
940,1007,2040,0,2,940
941,1007,2041,0,2,941
942,1007,2042,0,2,942
943,1007,2043,0,2,943
944,1007,2044,0,2,944
945,1007,2045,0,2,945
946,1007,2046,0,2,946
947,1007,2047,0,2,947
948,1007,2048,0,2,948
949,1007,2049,0,2,949
950,1007,2050,0,2,950
951,1007,2051,0,2,951
952,1007,2052,0,2,952
953,1007,2053,0,2,953
954,1007,2054,0,2,954
955,1007,2055,0,2,955
956,1007,2056,0,2,956
957,1007,2057,0,2,957
958,1007,2058,0,2,958
959,1007,2059,0,2,959
960,1007,2060,0,2,960
961,1007,2061,0,2,961
962,1007,2062,0,2,962
963,1007,2063,0,2,963
964,1007,2064,0,2,964
965,1007,2065,0,2,965
966,1007,2066,0,2,966
967,1007,2067,0,2,967
968,1007,2068,0,2,968
969,1007,2069,0,2,969
970,1007,2070,0,2,970
971,1007,2071,0,2,971
972,1007,2072,0,2,972
973,1007,2073,0,2,973
974,1007,2074,0,2,974
975,1007,2075,0,2,975
976,1007,2076,0,2,976
977,1007,2077,0,2,977
978,1007,2078,0,2,978
979,1007,2079,0,2,979
980,1007,2080,0,2,980
981,1007,2081,0,2,981
982,1007,2082,0,2,982
983,1007,2083,0,2,983
984,1007,2084,0,2,984
985,1007,2085,0,2,985
986,1007,2086,0,2,986
987,1007,2087,0,2,987
988,1007,2088,0,2,988
989,1007,2089,0,2,989
990,1007,2090,0,2,990
991,1007,2091,0,2,991
992,1007,2092,0,2,992
993,1007,2093,0,2,993
994,1007,2094,0,2,994
995,1007,2095,0,2,995
